messageid,topics
23247,Общие вопросы
23248,Общие вопросы
23250,Конфликты и проблемы
23251,Конфликты и проблемы
23252,Общие вопросы
23253,Метрики и KPI
23254,Общие вопросы
23255,Общие вопросы
23256,Общие вопросы
23257,Общие вопросы
23258,Процессы разработки
23260,Общие вопросы
23261,Общие вопросы
23262,Общие вопросы
23263,Общие вопросы
23265,Общие вопросы
23266,Общие вопросы
23267,Общие вопросы
23268,Общие вопросы
23269,Общие вопросы
23270,Общие вопросы
23271,Общие вопросы
23273,Общие вопросы
23274,Общие вопросы
23275,Общие вопросы
23276,Общие вопросы
23278,Общие вопросы
23280,Общие вопросы
23281,Общие вопросы
23282,Общие вопросы
23286,Общие вопросы
23287,Общие вопросы
23289,Общие вопросы
23290,Общие вопросы
23291,Общие вопросы
23292,Общие вопросы
23294,Общие вопросы
23295,Общие вопросы
23296,Общие вопросы
23298,Общие вопросы
23301,Общие вопросы
23302,Общие вопросы
23303,Общие вопросы
23304,Общие вопросы
23307,Общие вопросы
23309,Общие вопросы
23310,Общие вопросы
23311,Конфликты и проблемы
23312,Конфликты и проблемы
23313,Конфликты и проблемы
23314,Конфликты и проблемы
23315,Конфликты и проблемы
23316,Конфликты и проблемы
23317,Конфликты и проблемы
23318,Общие вопросы
23319,Конфликты и проблемы
23320,Общие вопросы
23321,Общие вопросы
23322,Конфликты и проблемы
23324,Общие вопросы
23325,Общие вопросы
23326,Общие вопросы
23327,Общие вопросы
23328,Конфликты и проблемы
23329,Общие вопросы
23330,Общие вопросы
23331,Общие вопросы
23332,Общие вопросы
23333,Общие вопросы
23334,Общие вопросы
23335,Общие вопросы
23336,Общие вопросы
23337,Общие вопросы
23338,Общие вопросы
23339,Общие вопросы
23340,Общие вопросы
23342,Общие вопросы
23344,Общие вопросы
23345,Общие вопросы
23347,Общие вопросы
23348,Общие вопросы
23349,Общие вопросы
23350,Общие вопросы
23351,AI/ML
23352,AI/ML
23353,AI/ML
23354,AI/ML
23355,AI/ML
23356,AI/ML
23357,AI/ML
23358,AI/ML
23359,AI/ML
23360,Общие вопросы
23361,Общие вопросы
23362,Общие вопросы
23363,Общие вопросы
23364,Общие вопросы
23365,Общие вопросы
23366,Общие вопросы
23367,Общие вопросы
23368,Общие вопросы
23370,Общие вопросы
23371,Общие вопросы
23372,Общие вопросы
23373,Общие вопросы
23374,Общие вопросы
23375,Общие вопросы
23376,Тестирование
23377,Общие вопросы
23378,Общие вопросы
23379,Общие вопросы
23380,Общие вопросы
23381,Тестирование
23382,Общие вопросы
23383,Тестирование
23384,Тестирование
23385,Тестирование
23386,Тестирование
23387,Тестирование
23388,Тестирование
23389,Тестирование
23390,Тестирование
23391,Управление командой|Тестирование|Конфликты и проблемы
23392,Управление командой|Тестирование|Конфликты и проблемы
23393,Тестирование
23394,Тестирование
23395,Тестирование|AI/ML
23397,Общие вопросы
23398,Конфликты и проблемы
23399,Общие вопросы
23401,Конфликты и проблемы
23402,Общие вопросы
23403,Общие вопросы
23404,Конфликты и проблемы
23405,Общие вопросы
23407,Общие вопросы
23408,Общие вопросы
23409,Общие вопросы
23410,Общие вопросы
23413,Общие вопросы
23414,Общие вопросы
23415,Общие вопросы
23416,Технический рост
23417,Общие вопросы
23418,Технический рост
23419,Общие вопросы
23420,Технический рост
23421,Архитектура
23422,Общие вопросы
23423,Конфликты и проблемы
23424,Общие вопросы
23426,Общие вопросы
23427,Общие вопросы
23428,Общие вопросы
23429,Метрики и KPI
23430,Общие вопросы
23431,Общие вопросы
23432,Общие вопросы
23433,Общие вопросы
23434,Общие вопросы
23435,Процессы разработки
23436,Процессы разработки|Конфликты и проблемы
23437,Процессы разработки|Конфликты и проблемы
23438,Процессы разработки|Конфликты и проблемы
23439,Процессы разработки|Конфликты и проблемы
23441,Процессы разработки|Конфликты и проблемы
23442,Процессы разработки|Конфликты и проблемы
23443,Процессы разработки|Конфликты и проблемы
23444,Процессы разработки|Конфликты и проблемы
23445,Процессы разработки|Конфликты и проблемы
23446,Процессы разработки|Конфликты и проблемы
23447,Конфликты и проблемы
23448,Общие вопросы
23449,Общие вопросы
23450,Общие вопросы
23451,Конфликты и проблемы
23452,Общие вопросы
23453,Общие вопросы
23454,Общие вопросы
23455,Общие вопросы
23456,Общие вопросы
23457,Общие вопросы
23458,Общие вопросы
23459,Общие вопросы
23460,Общие вопросы
23461,Общие вопросы
23462,Общие вопросы
23463,Общие вопросы
23464,Общие вопросы
23465,Общие вопросы
23467,Общие вопросы
23468,Общие вопросы
23470,Общие вопросы
23471,Конфликты и проблемы
23472,Конфликты и проблемы
23473,Конфликты и проблемы
23474,Конфликты и проблемы
23475,Конфликты и проблемы
23476,Конфликты и проблемы
23477,Конфликты и проблемы
23479,Конфликты и проблемы
23480,Конфликты и проблемы
23481,Конфликты и проблемы
23482,Общие вопросы
23483,Общие вопросы
23484,Общие вопросы
23485,Общие вопросы
23486,Общие вопросы
23487,Общие вопросы
23488,Общие вопросы
23489,Управление командой
23490,Общие вопросы
23491,Общие вопросы
23492,Общие вопросы
23493,Управление командой
23494,Общие вопросы
23495,Общие вопросы
23496,Общие вопросы
23497,Общие вопросы
23498,Общие вопросы
23499,Общие вопросы
23500,Общие вопросы
23501,Общие вопросы
23502,Общие вопросы
23503,Общие вопросы
23504,Общие вопросы
23505,Общие вопросы
23507,Общие вопросы
23510,Общие вопросы
23511,Общие вопросы
23512,Общие вопросы
23513,Общие вопросы
23516,Общие вопросы
23517,Общие вопросы
23518,Общие вопросы
23519,Общие вопросы
23520,Общие вопросы
23521,Общие вопросы
23522,AI/ML
23523,AI/ML
23524,AI/ML
23525,AI/ML
23526,AI/ML
23527,AI/ML
23528,AI/ML
23529,Общие вопросы
23530,Общие вопросы
23531,Общие вопросы
23532,Общие вопросы
23533,Общие вопросы
23534,Общие вопросы
23535,Общие вопросы
23536,Общие вопросы
23537,Общие вопросы
23538,Общие вопросы
23540,Общие вопросы
23541,Общие вопросы
23542,Общие вопросы
23543,Общие вопросы
23544,Общие вопросы
23545,Общие вопросы
23546,Общие вопросы
23547,Общие вопросы
23548,Общие вопросы
23550,Метрики и KPI
23551,Конфликты и проблемы
23552,Конфликты и проблемы|Метрики и KPI
23553,Конфликты и проблемы
23554,Конфликты и проблемы
23556,Конфликты и проблемы
23557,Конфликты и проблемы
23558,Конфликты и проблемы
23560,Конфликты и проблемы
23561,Конфликты и проблемы
23562,Тестирование|Конфликты и проблемы
23564,Тестирование|Конфликты и проблемы
23565,Тестирование
23566,Тестирование
23567,Тестирование
23568,Тестирование
23569,Тестирование
23571,Конфликты и проблемы|Удаленка и офис
23572,Конфликты и проблемы
23573,Конфликты и проблемы
23574,Конфликты и проблемы
23575,Конфликты и проблемы|Удаленка и офис
23576,Конфликты и проблемы|Удаленка и офис
23577,Конфликты и проблемы
23578,Конфликты и проблемы
23579,Конфликты и проблемы|Метрики и KPI
23580,Конфликты и проблемы|Метрики и KPI
23582,Конфликты и проблемы|Метрики и KPI
23583,Метрики и KPI
23584,Метрики и KPI
23585,Метрики и KPI
23587,Метрики и KPI
23588,Метрики и KPI
23589,Метрики и KPI
23590,Метрики и KPI
23591,Метрики и KPI
23592,Метрики и KPI
23596,AI/ML
23597,AI/ML
23598,AI/ML
23599,AI/ML
23600,AI/ML
23601,AI/ML
23604,AI/ML|Технический рост
23605,Технический рост
23607,Технический рост
23608,Технический рост
23609,Технический рост
23610,Технический рост
23611,Общие вопросы
23612,Общие вопросы
23613,Общие вопросы
23614,Общие вопросы
23615,Общие вопросы
23616,Общие вопросы
23617,Общие вопросы
23618,Общие вопросы
23619,Общие вопросы
23620,Общие вопросы
23621,Общие вопросы
23622,Общие вопросы
23623,Общие вопросы
23625,Конфликты и проблемы
23626,Управление командой
23627,Общие вопросы
23628,Общие вопросы
23629,Общие вопросы
23630,Общие вопросы
23631,Общие вопросы
23632,Общие вопросы
23634,Общие вопросы
23635,Общие вопросы
23637,Общие вопросы
23638,Общие вопросы
23639,Общие вопросы
23640,Общие вопросы
23641,Общие вопросы
23642,Общие вопросы
23643,Общие вопросы
23644,Управление командой|Конфликты и проблемы|Удаленка и офис
23645,Конфликты и проблемы
23646,Конфликты и проблемы
23647,Конфликты и проблемы|Метрики и KPI
23648,Конфликты и проблемы|Метрики и KPI
23649,Конфликты и проблемы|Метрики и KPI
23650,Конфликты и проблемы|Метрики и KPI
23651,Конфликты и проблемы|Метрики и KPI
23652,Конфликты и проблемы|Метрики и KPI
23653,Конфликты и проблемы|Метрики и KPI
23654,Конфликты и проблемы|Метрики и KPI
23655,Метрики и KPI
23656,Метрики и KPI
23657,Метрики и KPI
23658,Общие вопросы
23659,Общие вопросы
23660,Общие вопросы
23661,Общие вопросы
23663,Общие вопросы
23665,Общие вопросы
23666,Общие вопросы
23667,Метрики и KPI
23668,Общие вопросы
23669,Общие вопросы
23670,Общие вопросы
23672,Общие вопросы
23674,Общие вопросы
23675,Общие вопросы
23676,Конфликты и проблемы
23677,Общие вопросы
23678,Удаленка и офис
23679,Общие вопросы
23681,Общие вопросы
23683,Общие вопросы
23684,Общие вопросы
23685,Общие вопросы
23687,Общие вопросы
23688,Общие вопросы
23691,Общие вопросы
23692,Общие вопросы
23694,Тестирование
23695,Общие вопросы
23697,Общие вопросы
23698,Общие вопросы
23699,Общие вопросы
23700,Общие вопросы
23701,Общие вопросы
23702,Общие вопросы
23703,Удаленка и офис
23704,Общие вопросы
23707,Общие вопросы
23708,Общие вопросы
23709,Общие вопросы
23710,Архитектура
23714,Общие вопросы
23715,Общие вопросы
23718,Общие вопросы
23719,Общие вопросы
23720,Общие вопросы
23723,Общие вопросы
23724,Общие вопросы
23725,Общие вопросы
23726,Общие вопросы
23727,Общие вопросы
23728,Общие вопросы
23729,Общие вопросы
23730,Общие вопросы
23731,Найм и HR
23732,Общие вопросы
23733,Управление командой
23735,Общие вопросы
23738,Общие вопросы
23739,AI/ML
23740,AI/ML
23741,AI/ML
23742,AI/ML
23743,AI/ML
23744,AI/ML
23745,AI/ML
23746,Архитектура|Тестирование|AI/ML
23747,AI/ML
23748,AI/ML
23749,Тестирование|AI/ML
23750,Архитектура|Тестирование|AI/ML
23751,Архитектура|Тестирование|AI/ML
23753,Тестирование|AI/ML
23754,Тестирование|AI/ML
23755,Тестирование|AI/ML
23756,Общие вопросы
23758,Общие вопросы
23759,Общие вопросы
23760,Общие вопросы
23762,Общие вопросы
23763,Общие вопросы
23765,Тестирование
23766,Тестирование
23768,Управление командой
23770,Общие вопросы
23771,Общие вопросы
23773,Общие вопросы
23774,Общие вопросы
23775,Общие вопросы
23776,AI/ML
23777,Общие вопросы
23778,Конфликты и проблемы
23779,Конфликты и проблемы
23780,Общие вопросы
23781,Общие вопросы
23783,Общие вопросы
23784,Общие вопросы
23786,Общие вопросы
23787,Общие вопросы
23788,Общие вопросы
23789,Общие вопросы
23790,Общие вопросы
23791,Общие вопросы
23792,Управление командой
23793,Управление командой
23794,Управление командой
23795,Управление командой
23796,Управление командой
23797,Управление командой
23798,Управление командой|AI/ML
23800,AI/ML
23801,AI/ML
23802,AI/ML
23803,AI/ML
23805,AI/ML
23806,AI/ML
23807,AI/ML
23808,AI/ML
23809,AI/ML
23810,AI/ML|Конфликты и проблемы
23811,AI/ML|Конфликты и проблемы
23812,AI/ML|Конфликты и проблемы
23813,AI/ML|Конфликты и проблемы
23814,Конфликты и проблемы
23815,Конфликты и проблемы
23817,Конфликты и проблемы
23818,Конфликты и проблемы
23819,Конфликты и проблемы
23820,Конфликты и проблемы
23821,Конфликты и проблемы
23822,Конфликты и проблемы
23823,Конфликты и проблемы
23824,Конфликты и проблемы
23825,Архитектура|Конфликты и проблемы
23826,Конфликты и проблемы
23827,Конфликты и проблемы
23828,Конфликты и проблемы
23829,Конфликты и проблемы
23831,Тестирование
23832,Тестирование
23834,Процессы разработки|Тестирование
23836,Процессы разработки|Тестирование|AI/ML
23837,Управление командой|Тестирование|AI/ML
23838,Управление командой|Тестирование|AI/ML
23839,Управление командой|Тестирование|AI/ML
23840,Тестирование|AI/ML
23842,Тестирование|AI/ML
23843,Тестирование|AI/ML|Технический рост
23844,Тестирование|AI/ML
23845,AI/ML|Технический рост
23846,AI/ML|Технический рост
23847,AI/ML|Технический рост
23848,Конфликты и проблемы
23849,Метрики и KPI
23850,Конфликты и проблемы
23851,Метрики и KPI
23852,Общие вопросы
23854,Общие вопросы
23855,Общие вопросы
23856,Общие вопросы
23857,Общие вопросы
23858,Тестирование
23859,Тестирование
23860,Тестирование
23861,Тестирование
23862,Тестирование
23863,Тестирование
23864,Тестирование
23865,Тестирование
23867,Тестирование
23868,Тестирование
23869,Тестирование
23870,Общие вопросы
23872,Общие вопросы
23873,Общие вопросы
23874,Общие вопросы
23875,Общие вопросы
23876,Общие вопросы
23877,Общие вопросы
23878,Общие вопросы
23879,Общие вопросы
23880,Общие вопросы
23882,Тестирование
23883,Тестирование
23884,Тестирование
23886,Тестирование
23887,Тестирование
23888,Тестирование
23889,Тестирование
23890,Тестирование
23891,Тестирование
23892,Тестирование
23893,Тестирование
23894,Метрики и KPI
23895,Метрики и KPI
23896,Метрики и KPI
23897,Метрики и KPI
23898,Метрики и KPI
23899,Метрики и KPI
23900,Метрики и KPI
23901,Метрики и KPI
23902,Метрики и KPI
23903,Метрики и KPI
23904,Метрики и KPI
23905,AI/ML|Метрики и KPI
23906,Метрики и KPI
23907,Метрики и KPI
23908,Метрики и KPI
23909,Общие вопросы
23910,Общие вопросы
23912,Общие вопросы
23919,Общие вопросы
23920,Общие вопросы
23921,Общие вопросы
23922,Общие вопросы
23923,Общие вопросы
23924,Общие вопросы
23925,Процессы разработки
23926,Общие вопросы
23927,Общие вопросы
23928,Процессы разработки|Архитектура|AI/ML
23929,Процессы разработки
23930,Процессы разработки|Архитектура|AI/ML
23931,Процессы разработки
23932,Процессы разработки|AI/ML
23933,Процессы разработки|Архитектура|AI/ML
23934,Процессы разработки|AI/ML
23935,Процессы разработки|AI/ML
23936,Процессы разработки
23938,Процессы разработки|Найм и HR|Тестирование|AI/ML
23941,Процессы разработки
23942,Процессы разработки
23943,Общие вопросы
23944,Общие вопросы
23945,Общие вопросы
23946,Общие вопросы
23947,Процессы разработки
23949,Найм и HR|Тестирование
23950,Найм и HR|Тестирование
23951,Найм и HR|Тестирование
23952,Процессы разработки|Найм и HR|Тестирование
23953,Найм и HR|Тестирование
23955,Найм и HR|Тестирование
23956,Тестирование
23957,Процессы разработки|Тестирование
23958,Процессы разработки|Тестирование
23960,Тестирование
23961,Архитектура|Тестирование
23962,Архитектура|Тестирование
23963,Процессы разработки|Архитектура|Тестирование
23964,Процессы разработки|Архитектура|Тестирование
23965,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы|Метрики и KPI
23967,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы|Метрики и KPI
23968,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы
23969,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы
23970,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы
23971,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы
23972,Процессы разработки|Архитектура|Тестирование|Конфликты и проблемы|Метрики и KPI
23973,Процессы разработки|Тестирование|Конфликты и проблемы
23975,Процессы разработки|Тестирование|Конфликты и проблемы
23976,Процессы разработки|Тестирование|Конфликты и проблемы
23977,Процессы разработки|Тестирование|Конфликты и проблемы
23978,Процессы разработки|Тестирование|Конфликты и проблемы|Метрики и KPI
23979,Процессы разработки|Тестирование|Конфликты и проблемы
23980,Процессы разработки|Тестирование
23981,Процессы разработки
23982,Процессы разработки
23983,Управление командой|Процессы разработки
23984,Процессы разработки
23985,Управление командой|Процессы разработки
23986,Процессы разработки
23988,Процессы разработки
23989,Процессы разработки
23990,Процессы разработки
23991,Процессы разработки
23992,Общие вопросы
23993,Процессы разработки
23994,Метрики и KPI
23995,Метрики и KPI
23996,Общие вопросы
23997,Метрики и KPI
23998,Процессы разработки|Метрики и KPI
23999,Метрики и KPI
24000,Метрики и KPI
24001,Метрики и KPI
24002,Процессы разработки|Тестирование|Метрики и KPI
24003,Процессы разработки|Тестирование|Метрики и KPI
24004,Процессы разработки|Тестирование|Метрики и KPI
24005,Процессы разработки|Тестирование|Метрики и KPI
24006,Процессы разработки|Тестирование|Метрики и KPI
24008,Процессы разработки|Тестирование|Метрики и KPI
24009,Процессы разработки|Тестирование|Метрики и KPI
24010,Тестирование
24011,Тестирование
24012,Тестирование
24013,Процессы разработки|Тестирование
24014,Тестирование
24015,Тестирование
24016,Тестирование
24017,Процессы разработки|Тестирование
24018,Управление командой|Процессы разработки|Тестирование
24019,Управление командой|Процессы разработки|Тестирование
24020,Управление командой|Процессы разработки|Тестирование
24021,Управление командой|Процессы разработки|Тестирование
24022,Управление командой|Процессы разработки|Тестирование
24023,Управление командой|Процессы разработки|Тестирование
24024,Процессы разработки|Тестирование
24026,Процессы разработки|Тестирование|Метрики и KPI
24027,Процессы разработки|Тестирование
24029,Управление командой|Процессы разработки|Тестирование
24030,Тестирование
24031,Тестирование
24032,Процессы разработки|Тестирование|AI/ML
24033,Управление командой|Процессы разработки|Тестирование
24034,Процессы разработки|Тестирование
24035,Процессы разработки
24036,Процессы разработки
24037,Управление командой|Процессы разработки
24038,Управление командой|Процессы разработки
24039,Общие вопросы
24040,Управление командой|Тестирование
24041,Управление командой|Архитектура|Тестирование
24042,Управление командой|Архитектура|Тестирование
24043,Архитектура|Тестирование
24044,Архитектура|Тестирование
24045,Управление командой|Архитектура|Тестирование
24046,Найм и HR|Архитектура|Тестирование
24047,Архитектура|Тестирование|Конфликты и проблемы
24048,Архитектура|Тестирование
24049,Архитектура|Тестирование
24050,Процессы разработки|Архитектура|Тестирование
24051,Процессы разработки|Архитектура|Тестирование
24052,Процессы разработки|Тестирование
24053,Процессы разработки|Тестирование
24054,Процессы разработки|Тестирование
24055,Процессы разработки|Тестирование
24056,Процессы разработки|Тестирование
24057,Процессы разработки|Тестирование
24058,Процессы разработки|Тестирование
24059,Процессы разработки|Тестирование
24060,Процессы разработки|Тестирование
24061,Тестирование
24062,Тестирование
24063,Тестирование
24064,Тестирование
24065,Процессы разработки|Тестирование
24066,Тестирование
24067,Тестирование
24068,Тестирование|Конфликты и проблемы
24069,Тестирование
24070,Тестирование
24071,Тестирование
24072,Тестирование|Конфликты и проблемы
24073,Тестирование|Конфликты и проблемы
24074,Общие вопросы
24075,Тестирование
24076,Тестирование
24077,Тестирование|Конфликты и проблемы
24078,Тестирование
24080,Тестирование
24081,Тестирование
24082,Тестирование
24083,Тестирование
24084,Тестирование|Технический рост|Метрики и KPI
24085,Тестирование|Конфликты и проблемы|Метрики и KPI
24086,Тестирование|Конфликты и проблемы|Метрики и KPI
24087,Тестирование|Конфликты и проблемы|Метрики и KPI
24088,Конфликты и проблемы|Метрики и KPI
24089,Конфликты и проблемы|Метрики и KPI
24090,Тестирование|Конфликты и проблемы|Метрики и KPI
24091,Конфликты и проблемы|Метрики и KPI
24092,Конфликты и проблемы|Метрики и KPI
24093,Конфликты и проблемы|Метрики и KPI
24094,Конфликты и проблемы|Метрики и KPI
24095,Конфликты и проблемы
24096,Общие вопросы
24097,Конфликты и проблемы
24098,Общие вопросы
24099,Общие вопросы
24100,Общие вопросы
24101,Общие вопросы
24102,AI/ML
24103,Общие вопросы
24104,Тестирование
24105,Общие вопросы
24106,Общие вопросы
24108,Общие вопросы
24110,Общие вопросы
24111,Общие вопросы
24112,Общие вопросы
24114,Метрики и KPI
24115,Метрики и KPI
24116,Тестирование
24117,Тестирование
24119,Тестирование
24120,Тестирование
24121,Тестирование
24122,Тестирование
24123,Тестирование
24124,Тестирование
24125,Процессы разработки
24126,Общие вопросы
24127,Общие вопросы
24128,Общие вопросы
24129,Общие вопросы
24130,Общие вопросы
24131,Общие вопросы
24132,Тестирование
24134,Тестирование
24135,Тестирование
24136,Тестирование
24137,Управление командой|Тестирование
24138,Тестирование
24139,Тестирование
24140,Тестирование
24141,Тестирование
24143,Тестирование
24144,Тестирование|Конфликты и проблемы
24145,Процессы разработки|Тестирование
24146,Тестирование
24147,Тестирование
24148,Тестирование|Метрики и KPI
24149,Тестирование|Метрики и KPI
24150,Тестирование|Метрики и KPI
24151,Тестирование|Метрики и KPI
24152,Тестирование|Конфликты и проблемы|Метрики и KPI
24153,Тестирование|Конфликты и проблемы|Метрики и KPI
24154,Тестирование|Метрики и KPI
24155,Тестирование|Метрики и KPI
24156,Тестирование|Конфликты и проблемы|Метрики и KPI
24157,Управление командой|Тестирование|Метрики и KPI
24158,Тестирование|Метрики и KPI
24159,Тестирование|Конфликты и проблемы|Метрики и KPI
24161,Тестирование|Метрики и KPI
24162,Тестирование|Метрики и KPI
24163,Метрики и KPI
24164,Общие вопросы
24165,Общие вопросы
24166,Общие вопросы
24167,Общие вопросы
24168,Общие вопросы
24169,Общие вопросы
24170,Общие вопросы
24171,Процессы разработки
24172,Конфликты и проблемы|Технический рост
24173,Тестирование|Конфликты и проблемы|Технический рост
24174,Общие вопросы
24175,Общие вопросы
24176,Общие вопросы
24177,Тестирование|Технический рост
24178,Тестирование
24179,Общие вопросы
24181,Управление командой|Тестирование|Метрики и KPI
24182,Управление командой|Тестирование|Метрики и KPI
24183,Управление командой|Тестирование|Метрики и KPI
24184,Управление командой|Процессы разработки|Тестирование|Метрики и KPI
24186,Управление командой|Процессы разработки|Тестирование|Метрики и KPI
24187,Управление командой|Процессы разработки|Тестирование|Метрики и KPI
24188,Управление командой|Процессы разработки|Тестирование|Метрики и KPI
24189,Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24190,Управление командой|Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24191,Управление командой|Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24192,Управление командой|Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24193,Управление командой|Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24194,Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24195,Управление командой|Процессы разработки|Архитектура|Тестирование|Метрики и KPI
24196,Процессы разработки|Тестирование
24197,Процессы разработки|Тестирование
24198,Процессы разработки|Тестирование
24199,Процессы разработки|Тестирование
24200,Процессы разработки|Найм и HR|Тестирование
24201,Процессы разработки|Найм и HR|Тестирование
24202,Процессы разработки|Найм и HR|Тестирование
24203,Процессы разработки|Найм и HR|Тестирование
24204,Процессы разработки|Найм и HR|Тестирование
24205,Найм и HR|Тестирование
24206,Найм и HR|Тестирование|Конфликты и проблемы|Метрики и KPI
24207,Найм и HR|Тестирование
24208,Найм и HR|Тестирование|Конфликты и проблемы
24209,Найм и HR|Тестирование|Конфликты и проблемы
24210,Найм и HR|Тестирование|Конфликты и проблемы
24211,Найм и HR|Тестирование|Конфликты и проблемы|Метрики и KPI
24212,Найм и HR|Тестирование
24213,Найм и HR|Тестирование|Конфликты и проблемы
24214,Найм и HR|Тестирование
24215,Найм и HR
24217,Найм и HR
24219,Найм и HR|Тестирование
24221,Процессы разработки|Найм и HR
24222,Найм и HR
24223,Найм и HR
24224,Найм и HR
24225,Найм и HR
24227,Найм и HR
24229,Архитектура
24231,Управление командой
24232,Управление командой
24233,Управление командой|Найм и HR
24234,Управление командой|Найм и HR
24235,Управление командой
24236,Управление командой|Конфликты и проблемы|Технический рост
24238,Управление командой|Конфликты и проблемы
24239,Управление командой|Найм и HR|Конфликты и проблемы
24240,Управление командой|Конфликты и проблемы
24241,Управление командой|Конфликты и проблемы
24242,Управление командой|Конфликты и проблемы|Технический рост
24243,Конфликты и проблемы
24245,Технический рост
24246,Технический рост
24247,Тестирование|Технический рост
24248,Технический рост
24249,Общие вопросы
24250,Технический рост
24251,Общие вопросы
24252,Архитектура
24253,Общие вопросы
24255,Общие вопросы
24256,Конфликты и проблемы
24257,Общие вопросы
24258,Общие вопросы
24259,Общие вопросы
24260,Общие вопросы
24262,Общие вопросы
24264,Общие вопросы
24265,Общие вопросы
24268,Общие вопросы
24269,Тестирование|AI/ML
24270,Общие вопросы
24271,Общие вопросы
24272,Метрики и KPI
24273,Общие вопросы
24274,Общие вопросы
24275,Общие вопросы
24279,Общие вопросы
24280,Общие вопросы
24282,Общие вопросы
24283,Общие вопросы
24284,Общие вопросы
24285,Общие вопросы
24286,Общие вопросы
24289,Тестирование
24290,Общие вопросы
24291,Тестирование|Конфликты и проблемы|Метрики и KPI
24292,Тестирование|Конфликты и проблемы|Метрики и KPI
24293,Архитектура|Тестирование|Конфликты и проблемы|Метрики и KPI
24294,Тестирование|Конфликты и проблемы|Метрики и KPI
24295,Тестирование|Конфликты и проблемы|Метрики и KPI
24296,Архитектура|Тестирование|Конфликты и проблемы|Метрики и KPI
24297,Тестирование|Метрики и KPI
24298,Тестирование|AI/ML|Технический рост|Метрики и KPI
24299,Тестирование|Метрики и KPI
24300,Тестирование|Метрики и KPI
24301,Тестирование
24302,Тестирование
24303,Тестирование|Конфликты и проблемы
24304,Тестирование|Метрики и KPI
24305,Тестирование|Метрики и KPI
24306,Тестирование|Конфликты и проблемы|Метрики и KPI
24307,Тестирование|Метрики и KPI
24308,Тестирование|Метрики и KPI
24309,Метрики и KPI
24310,Общие вопросы
24311,Управление командой
24312,Общие вопросы
24313,Метрики и KPI
24314,Метрики и KPI
24315,Общие вопросы
24316,Общие вопросы
24318,Конфликты и проблемы
24320,Метрики и KPI
24321,Метрики и KPI
24322,Метрики и KPI
24323,Метрики и KPI
24325,Процессы разработки|Метрики и KPI
24326,Метрики и KPI
24327,Архитектура
24329,Управление командой|Архитектура|AI/ML|Метрики и KPI
24330,Управление командой|Архитектура|AI/ML
24332,Управление командой|Архитектура|AI/ML
24333,Управление командой|Архитектура|AI/ML
24334,Управление командой|Архитектура|AI/ML
24336,Управление командой|Найм и HR|AI/ML
24335,Управление командой|AI/ML
24338,Управление командой|AI/ML
24339,Управление командой|Найм и HR|AI/ML
24340,Управление командой|AI/ML
24341,Управление командой|AI/ML
24342,Общие вопросы
24343,AI/ML
24344,Общие вопросы
24345,Общие вопросы
24346,Общие вопросы
24348,AI/ML
24349,AI/ML
24350,Общие вопросы
24352,Общие вопросы
24354,Общие вопросы
24355,AI/ML
24356,Конфликты и проблемы
24357,Конфликты и проблемы
24359,Конфликты и проблемы
24360,Конфликты и проблемы
24361,Конфликты и проблемы
24362,Конфликты и проблемы
24363,Тестирование|Конфликты и проблемы
24364,Конфликты и проблемы
24365,Конфликты и проблемы
24366,Конфликты и проблемы
24367,Конфликты и проблемы
24368,Конфликты и проблемы
24369,Конфликты и проблемы
24370,Конфликты и проблемы
24372,Конфликты и проблемы
24373,Конфликты и проблемы
24374,Конфликты и проблемы
24375,Конфликты и проблемы
24376,Конфликты и проблемы
24377,Конфликты и проблемы
24378,Общие вопросы
24380,Общие вопросы
24381,Общие вопросы
24382,AI/ML
24383,Общие вопросы
24384,AI/ML|Конфликты и проблемы
24385,AI/ML|Конфликты и проблемы
24386,AI/ML|Конфликты и проблемы
24387,AI/ML|Конфликты и проблемы
24389,AI/ML|Конфликты и проблемы
24390,AI/ML|Конфликты и проблемы|Метрики и KPI
24391,AI/ML|Конфликты и проблемы
24392,AI/ML|Конфликты и проблемы
24394,AI/ML
24395,AI/ML
24396,AI/ML
24400,Общие вопросы
24401,Общие вопросы
24402,Общие вопросы
24403,Конфликты и проблемы
24404,Конфликты и проблемы
24405,Конфликты и проблемы
24407,Конфликты и проблемы
24408,Конфликты и проблемы
24409,Конфликты и проблемы
24410,Конфликты и проблемы
24411,Конфликты и проблемы
24413,Конфликты и проблемы
24414,Общие вопросы
24415,Общие вопросы
24416,Общие вопросы
24417,Тестирование
24418,Тестирование
24420,Общие вопросы
24421,Общие вопросы
24422,Общие вопросы
24423,Общие вопросы
24424,Общие вопросы
